series,symbol,parameter,condition,min,typ,max,unit,#,confidence,basis,datasheet
CH32V003,t_CONV,Total conversion time (including sampling time),f = 6 MHz ADC,2.33,,,us,#,confirmed,CH32V003DS0.PDF:zh(p.25)+CH32V003DS0.PDF:en(p.29),CH32V003DS0.PDF
CH32V003,t_ERASE,Page (64 bytes) erase time,T_A = -20℃~85℃,2.4,,3.1,ms,#,confirmed,CH32V003DS0.PDF:zh(p.19)+CH32V003DS0.PDF:en(p.22),CH32V003DS0.PDF
CH32V003,t_ERASE_64,Page (64 bytes) programming time,T_A = -20℃~85℃,2.4,,3.1,ms,#,confirmed,CH32V003DS0.PDF:zh(p.19)+CH32V003DS0.PDF:en(p.22),CH32V003DS0.PDF
CH32V003,t_ME,Whole chip erase time,T_A = -20℃~85℃,2.4,,3.1,ms,#,confirmed,CH32V003DS0.PDF:zh(p.19)+CH32V003DS0.PDF:en(p.22),CH32V003DS0.PDF
CH32V003,t_RET,Data retention,,10,,,year,#,reference,CH32V003DS0.PDF:en(p.22),CH32V003DS0.PDF
CH32V003,t_RSTTEMPO,Power on reset,,1,1.5,21,mS,#,confirmed,CH32V003DS0.PDF:zh(p.15)+CH32V003DS0.PDF:en(p.18),CH32V003DS0.PDF
CH32V003,t_RSTTEMPO,Other resets,,,300,,uS,#,confirmed,CH32V003DS0.PDF:zh(p.15)+CH32V003DS0.PDF:en(p.18),CH32V003DS0.PDF
CH32V003,t_STAB,Power-on time,,,7,,us,#,confirmed,CH32V003DS0.PDF:zh(p.25)+CH32V003DS0.PDF:en(p.29),CH32V003DS0.PDF
CH32V003,t_SU(HSE),Startup time,"V is stable, 24M DD crystal",,2,,ms,#,confirmed,CH32V003DS0.PDF:zh(p.18)+CH32V003DS0.PDF:en(p.21),CH32V003DS0.PDF
CH32V003,t_SU(HSI),HSI oscillator startup stabilization time,,,10,,us,#,confirmed,CH32V003DS0.PDF:zh(p.19)+CH32V003DS0.PDF:en(p.22),CH32V003DS0.PDF
CH32V003,t_SU(LSI),LSI oscillator startup stabilization time,,,80,,us,#,confirmed,CH32V003DS0.PDF:zh(p.19)+CH32V003DS0.PDF:en(p.22),CH32V003DS0.PDF
CH32V003,t_SU(MI),Data input setup time,Master mode,5,,,ns,#,confirmed,CH32V003DS0.PDF:zh(p.25)+CH32V003DS0.PDF:en(p.28),CH32V003DS0.PDF
CH32V003,t_SU(NSS),NSS setup time,Slave mode,2tPCLK,,,ns,#,confirmed,CH32V003DS0.PDF:zh(p.25)+CH32V003DS0.PDF:en(p.28),CH32V003DS0.PDF
CH32V003,t_SU(SI),,Slave mode,5,,,ns,#,confirmed,CH32V003DS0.PDF:zh(p.25)+CH32V003DS0.PDF:en(p.28),CH32V003DS0.PDF
CH32V003,t_V(MO),,Master mode (After enable edge),,,5,ns,#,confirmed,CH32V003DS0.PDF:zh(p.25)+CH32V003DS0.PDF:en(p.28),CH32V003DS0.PDF
CH32V003,t_V(SO),Data output valid time,Slave mode (After enable edge),,,5,ns,#,confirmed,CH32V003DS0.PDF:zh(p.25)+CH32V003DS0.PDF:en(p.28),CH32V003DS0.PDF
CH32V003,t_VDD,V rise time rate DD,,0,,∞,us/V,#,confirmed,CH32V003DS0.PDF:zh(p.15)+CH32V003DS0.PDF:en(p.17),CH32V003DS0.PDF
CH32V003,t_VDD,V fall time rate DD,,20,,∞,us/V,#,confirmed,CH32V003DS0.PDF:zh(p.15)+CH32V003DS0.PDF:en(p.17),CH32V003DS0.PDF
CH32V003,t_a(SO),Data output access time,"Slave mode, f = 24MHz PCLK",0,,1tPCLK,ns,#,confirmed,CH32V003DS0.PDF:zh(p.25)+CH32V003DS0.PDF:en(p.28),CH32V003DS0.PDF
CH32V003,t_dis(SO),Data output disable time,Slave mode,0,,10,ns,#,confirmed,CH32V003DS0.PDF:zh(p.25)+CH32V003DS0.PDF:en(p.28),CH32V003DS0.PDF
CH32V003,t_h(MI),Data input hold time,Master mode,5,,,ns,#,confirmed,CH32V003DS0.PDF:zh(p.25)+CH32V003DS0.PDF:en(p.28),CH32V003DS0.PDF
CH32V003,t_h(MO),,Master mode (After enable edge),0,,,ns,#,confirmed,CH32V003DS0.PDF:zh(p.25)+CH32V003DS0.PDF:en(p.28),CH32V003DS0.PDF
CH32V003,t_h(NSS),NSS hold time,Slave mode,2tPCLK,,,ns,#,confirmed,CH32V003DS0.PDF:zh(p.25)+CH32V003DS0.PDF:en(p.28),CH32V003DS0.PDF
CH32V003,t_h(SI),,Slave mode,4,,,ns,#,confirmed,CH32V003DS0.PDF:zh(p.25)+CH32V003DS0.PDF:en(p.28),CH32V003DS0.PDF
CH32V003,t_h(SO),Data output hold time,Slave mode (After enable edge),2,,,ns,#,confirmed,CH32V003DS0.PDF:zh(p.25)+CH32V003DS0.PDF:en(p.28),CH32V003DS0.PDF
CH32V003,t_prog,16-bit programming time,T_A = -20℃~85℃,2.4,,3.1,ms,#,confirmed,CH32V003DS0.PDF:zh(p.19)+CH32V003DS0.PDF:en(p.22),CH32V003DS0.PDF
CH32V003,t_s,Sampling time,f = 12 MHz ADC,,0.25,,us,#,confirmed,CH32V003DS0.PDF:zh(p.25)+CH32V003DS0.PDF:en(p.29),CH32V003DS0.PDF
CH32V003,t_s,Sampling time,f = 4 MHz ADC,,0.75,,us,#,confirmed,CH32V003DS0.PDF:zh(p.25)+CH32V003DS0.PDF:en(p.29),CH32V003DS0.PDF
CH32V003,t_s,Sampling time,f = 6 MHz ADC,,0.5,,us,#,confirmed,CH32V003DS0.PDF:zh(p.25)+CH32V003DS0.PDF:en(p.29),CH32V003DS0.PDF
CH32V004,ACC_HSI,Accuracy of HSI oscillator (after,"HSI_LP = 0,",-2.2,,2.2,%,#,confirmed,CH32V004DS0.PDF:zh(p.21)+CH32V004DS0.PDF:en(p.24),CH32V004DS0.PDF
CH32V004,C_ADC,Internal sample and hold capacitance,,,4,,pF,#,confirmed,CH32V004DS0.PDF:zh(p.27)+CH32V004DS0.PDF:en(p.32),CH32V004DS0.PDF
CH32V004,C_IO,I/O pin capacitance,,,5,,pF,#,confirmed,CH32V004DS0.PDF:zh(p.22)+CH32V004DS0.PDF:en(p.26),CH32V004DS0.PDF
CH32V004,C_LOAD,Recommended load capacitance and corresponding crystal series impedance R S,R = 60Ω(1) S,,20,,pF,#,confirmed,CH32V004DS0.PDF:zh(p.20)+CH32V004DS0.PDF:en(p.24),CH32V004DS0.PDF
CH32V004,C_in(HSE),XI input capacitance,,,5,,pF,#,confirmed,CH32V004DS0.PDF:zh(p.20)+CH32V004DS0.PDF:en(p.23),CH32V004DS0.PDF
CH32V004,DuCy_(HSE),Duty Cycle,,40,50,60,%,#,confirmed,CH32V004DS0.PDF:zh(p.20)+CH32V004DS0.PDF:en(p.23),CH32V004DS0.PDF
CH32V004,DuCy_HSI,Duty Cycle,,45,50,55,%,#,confirmed,CH32V004DS0.PDF:zh(p.21)+CH32V004DS0.PDF:en(p.24),CH32V004DS0.PDF
CH32V004,DuCy_LSI,Duty Cycle,,45,50,55,%,#,confirmed,CH32V004DS0.PDF:zh(p.21)+CH32V004DS0.PDF:en(p.25),CH32V004DS0.PDF
CH32V004,F_HCLK,Internal system bus frequency or microprocessor main frequency,,,,48,MHz,#,confirmed,CH32V004DS0.PDF:zh(p.18)+CH32V004DS0.PDF:en(p.21),CH32V004DS0.PDF
CH32V004,F_HSE_ext,External clock frequency,,3,24,32,MHz,#,confirmed,CH32V004DS0.PDF:zh(p.20)+CH32V004DS0.PDF:en(p.23),CH32V004DS0.PDF
CH32V004,F_HSI,Frequency (after calibration),HSI_LP = 0,,24,,MHz,#,confirmed,CH32V004DS0.PDF:zh(p.21)+CH32V004DS0.PDF:en(p.24),CH32V004DS0.PDF
CH32V004,F_HSI,Frequency (after calibration),HSI_LP = 1,30,42,58,KHz,#,confirmed,CH32V004DS0.PDF:zh(p.21)+CH32V004DS0.PDF:en(p.24),CH32V004DS0.PDF
CH32V004,F_LSI,Frequency,,90,128,172,KHz,#,confirmed,CH32V004DS0.PDF:zh(p.21)+CH32V004DS0.PDF:en(p.25),CH32V004DS0.PDF
CH32V004,F_MAIN,System main frequency,,,,48,MHz,#,confirmed,CH32V004DS0.PDF:zh(p.1)+CH32V004DS0.PDF:en(p.1),CH32V004DS0.PDF
CH32V004,F_XI,Resonator frequency,,3,24,32,MHz,#,confirmed,CH32V004DS0.PDF:zh(p.20)+CH32V004DS0.PDF:en(p.24),CH32V004DS0.PDF
CH32V004,F_max(IO)out,Maximum frequency,"CL = 50pF, V_DD = 2.7-5.5V",,,30,MHz,#,confirmed,CH32V004DS0.PDF:zh(p.22)+CH32V004DS0.PDF:en(p.26),CH32V004DS0.PDF
CH32V004,I_BUF,ADC buffer own current,ADC_LP = 0,,0.68,,mA,#,confirmed,CH32V004DS0.PDF:zh(p.27)+CH32V004DS0.PDF:en(p.32),CH32V004DS0.PDF
CH32V004,I_BUF,ADC buffer own current,ADC_LP = 1,,0.13,,mA,#,confirmed,CH32V004DS0.PDF:zh(p.27)+CH32V004DS0.PDF:en(p.32),CH32V004DS0.PDF
CH32V004,I_DD(LSI),LSI oscillator power consumption,,,550,,nA,#,confirmed,CH32V004DS0.PDF:zh(p.21)+CH32V004DS0.PDF:en(p.25),CH32V004DS0.PDF
CH32V004,I_DDA,ADC supply current (Without buffer),f_S = 1MHz,,0.42,,mA,#,confirmed,CH32V004DS0.PDF:zh(p.27)+CH32V004DS0.PDF:en(p.32),CH32V004DS0.PDF
CH32V004,I_DDA,ADC supply current (Without buffer),f_S = 3MHz,,1.34,,mA,#,confirmed,CH32V004DS0.PDF:zh(p.27)+CH32V004DS0.PDF:en(p.32),CH32V004DS0.PDF
CH32V004,I_HSE,HSE drive current,"HSE_LP = 0, 20p load",,1.6,,mA,#,confirmed,CH32V004DS0.PDF:zh(p.20)+CH32V004DS0.PDF:en(p.24),CH32V004DS0.PDF
CH32V004,I_HSE,HSE drive current,"HSE_LP = 1, 20p load",,0.8,,mA,#,confirmed,CH32V004DS0.PDF:zh(p.20)+CH32V004DS0.PDF:en(p.24),CH32V004DS0.PDF
CH32V004,I_L,XI input leakage current,,,,±1,uA,#,confirmed,CH32V004DS0.PDF:zh(p.20)+CH32V004DS0.PDF:en(p.23),CH32V004DS0.PDF
CH32V004,I_lkg,Standard I/O input leakage current,,,,1,uA,#,confirmed,CH32V004DS0.PDF:zh(p.22)+CH32V004DS0.PDF:en(p.26),CH32V004DS0.PDF
CH32V004,N_END,Erase and write times,T_A = 25℃,100K,,,Time,#,reference,CH32V004DS0.PDF:en(p.25),CH32V004DS0.PDF
CH32V004,R_ADC,Sampling switch resistance,,,0.6,1.5,kΩ,#,confirmed,CH32V004DS0.PDF:zh(p.27)+CH32V004DS0.PDF:en(p.32),CH32V004DS0.PDF
CH32V004,R_AIN,External input impedance,,,,50,kΩ,#,confirmed,CH32V004DS0.PDF:zh(p.27)+CH32V004DS0.PDF:en(p.32),CH32V004DS0.PDF
CH32V004,R_F,Feedback resistor (no external),,,250,,kΩ,#,confirmed,CH32V004DS0.PDF:zh(p.20)+CH32V004DS0.PDF:en(p.24),CH32V004DS0.PDF
CH32V004,R_PD,Pull-down equivalent resistance,,35,45,55,kΩ,#,confirmed,CH32V004DS0.PDF:zh(p.22)+CH32V004DS0.PDF:en(p.26),CH32V004DS0.PDF
CH32V004,R_PU,Pull-up equivalent resistance,,35,45,55,kΩ,#,confirmed,CH32V004DS0.PDF:zh(p.22)+CH32V004DS0.PDF:en(p.26),CH32V004DS0.PDF
CH32V004,T_A,Ambient temperature,,-10,,70,℃,#,confirmed,CH32V004DS0.PDF:zh(p.18)+CH32V004DS0.PDF:en(p.21),CH32V004DS0.PDF
CH32V004,T_J,Junction temperature range,,-10,,100,℃,#,confirmed,CH32V004DS0.PDF:zh(p.18)+CH32V004DS0.PDF:en(p.21),CH32V004DS0.PDF
CH32V004,T_S_vrefint,ADC sampling time when reading the internal reference,Slow sampling is recommended.,240,,,1/fADC,#,confirmed,CH32V004DS0.PDF:zh(p.18)+CH32V004DS0.PDF:en(p.21),CH32V004DS0.PDF
CH32V004,V_AIN,Switching voltage range,,0,,VDD,V,#,confirmed,CH32V004DS0.PDF:zh(p.27)+CH32V004DS0.PDF:en(p.32),CH32V004DS0.PDF
CH32V004,V_DD,Standard operating voltage,,2.7,,5.5,V,#,confirmed,CH32V004DS0.PDF:zh(p.18)+CH32V004DS0.PDF:en(p.21),CH32V004DS0.PDF
CH32V004,V_DD,Supply voltage,f_S > 1MHz,4.5,,5.5,V,#,confirmed,CH32V004DS0.PDF:zh(p.27)+CH32V004DS0.PDF:en(p.32),CH32V004DS0.PDF
CH32V004,V_DD,Supply voltage,f_S ≤ 1MHz,2.7,,5.5,V,#,confirmed,CH32V004DS0.PDF:zh(p.27)+CH32V004DS0.PDF:en(p.32),CH32V004DS0.PDF
CH32V004,V_HSEH,XI input pin high level voltage,,0.8*VDD,,VDD,V,#,confirmed,CH32V004DS0.PDF:zh(p.20)+CH32V004DS0.PDF:en(p.23),CH32V004DS0.PDF
CH32V004,V_HSEL,XI input pin low-level voltage,,0,,0.2*VDD,V,#,confirmed,CH32V004DS0.PDF:zh(p.20)+CH32V004DS0.PDF:en(p.23),CH32V004DS0.PDF
CH32V004,V_IH,"Standard I/O pin, input high level voltage",,0.3*VDD+0.7,,VDD,V,#,confirmed,CH32V004DS0.PDF:zh(p.22)+CH32V004DS0.PDF:en(p.26),CH32V004DS0.PDF
CH32V004,V_IL,"Standard I/O pin, input low-level voltage",,0,,0.15*VDD+0.3,V,#,confirmed,CH32V004DS0.PDF:zh(p.22)+CH32V004DS0.PDF:en(p.26),CH32V004DS0.PDF
CH32V004,V_OH,"Output high level, 8 pin output current",,VDD-0.4,,,V,#,confirmed,CH32V004DS0.PDF:zh(p.22)+CH32V004DS0.PDF:en(p.26),CH32V004DS0.PDF
CH32V004,V_OH,"Output high level, 8 pin output current",,2.3,,,V,#,confirmed,CH32V004DS0.PDF:zh(p.22)+CH32V004DS0.PDF:en(p.26),CH32V004DS0.PDF
CH32V004,V_OH,"Output high level, 8 pin output current",,VDD-1.3,,,V,#,confirmed,CH32V004DS0.PDF:zh(p.22)+CH32V004DS0.PDF:en(p.26),CH32V004DS0.PDF
CH32V004,V_OL,"Output low level, 8 pins input current","CMOS port, I_IO = +8mA 2.7V< V_DD <5.5V",,,0.4,V,#,confirmed,CH32V004DS0.PDF:zh(p.22)+CH32V004DS0.PDF:en(p.26),CH32V004DS0.PDF
CH32V004,V_OL,"Output low level, 8 pins input current",I_IO = +20mA 2.7V< V_DD <5.5V,,,1.3,V,#,confirmed,CH32V004DS0.PDF:zh(p.22)+CH32V004DS0.PDF:en(p.26),CH32V004DS0.PDF
CH32V004,V_OL,"Output low level, 8 pins input current","TTL port, I_IO = +8mA 2.7V< V_DD <5.5V",,,0.4,V,#,confirmed,CH32V004DS0.PDF:zh(p.22)+CH32V004DS0.PDF:en(p.26),CH32V004DS0.PDF
CH32V004,V_PDRhyst,PDR hysteresis,,60,100,150,mV,#,confirmed,CH32V004DS0.PDF:zh(p.18)+CH32V004DS0.PDF:en(p.21),CH32V004DS0.PDF
CH32V004,V_POR/PDR,Power-on/power-down reset threshold,Falling edge,1.6,1.75,1.9,V,#,confirmed,CH32V004DS0.PDF:zh(p.18)+CH32V004DS0.PDF:en(p.21),CH32V004DS0.PDF
CH32V004,V_POR/PDR,Power-on/power-down reset threshold,Rising edge,1.7,1.85,2.0,V,#,confirmed,CH32V004DS0.PDF:zh(p.18)+CH32V004DS0.PDF:en(p.21),CH32V004DS0.PDF
CH32V004,V_REFINT,Internal reference voltage,T_A = -10℃~70℃,1.20,1.25,1.27,V,#,confirmed,CH32V004DS0.PDF:zh(p.18)+CH32V004DS0.PDF:en(p.21),CH32V004DS0.PDF
CH32V004,V_hys,Standard I/O Schmitt trigger voltage hysteresis,,150,,,mV,#,confirmed,CH32V004DS0.PDF:zh(p.22)+CH32V004DS0.PDF:en(p.26),CH32V004DS0.PDF
CH32V004,f_ADC,ADC clock frequency,,,16,48,MHz,#,confirmed,CH32V004DS0.PDF:zh(p.27)+CH32V004DS0.PDF:en(p.32),CH32V004DS0.PDF
CH32V004,f_S,Sampling rate,,0.06,,3,MHz,#,confirmed,CH32V004DS0.PDF:zh(p.27)+CH32V004DS0.PDF:en(p.32),CH32V004DS0.PDF
CH32V004,f_TRIG,External trigger frequency,f = 16MHz ADC,,,900,KHz,#,confirmed,CH32V004DS0.PDF:zh(p.27)+CH32V004DS0.PDF:en(p.32),CH32V004DS0.PDF
CH32V004,f_TRIG,External trigger frequency,f = 48MHz ADC,,,2.7,MHz,#,confirmed,CH32V004DS0.PDF:zh(p.27)+CH32V004DS0.PDF:en(p.32),CH32V004DS0.PDF
CH32V004,g_m,Oscillator transconductance,Startup,,21,,mA/V,#,confirmed,CH32V004DS0.PDF:zh(p.20)+CH32V004DS0.PDF:en(p.24),CH32V004DS0.PDF
CH32V004,t_CAL,Calibration time,,,,100,1/fADC,#,confirmed,CH32V004DS0.PDF:zh(p.27)+CH32V004DS0.PDF:en(p.32),CH32V004DS0.PDF
CH32V004,t_CAL,Calibration time,f = 16MHz ADC,,,6.25,us,#,confirmed,CH32V004DS0.PDF:zh(p.27)+CH32V004DS0.PDF:en(p.32),CH32V004DS0.PDF
CH32V004,t_CONV,Total conversion time (including sampling time),,16,,252,1/fADC,#,confirmed,CH32V004DS0.PDF:zh(p.28)+CH32V004DS0.PDF:en(p.32),CH32V004DS0.PDF
CH32V004,t_CONV,Total conversion time (including sampling time),,16,,48,1/fADC,#,confirmed,CH32V004DS0.PDF:zh(p.28)+CH32V004DS0.PDF:en(p.32),CH32V004DS0.PDF
CH32V004,t_CONV,Total conversion time (including sampling time),f = 16MHz ADC,1,,15.75,us,#,confirmed,CH32V004DS0.PDF:zh(p.28)+CH32V004DS0.PDF:en(p.32),CH32V004DS0.PDF
CH32V004,t_CONV,Total conversion time (including sampling time),f = 48MHz ADC,0.33,,1,us,#,confirmed,CH32V004DS0.PDF:zh(p.28)+CH32V004DS0.PDF:en(p.32),CH32V004DS0.PDF
CH32V004,t_EXTIpw,The EXTI controller detects the pulse width of the external signal,,10,,,ns,#,confirmed,CH32V004DS0.PDF:zh(p.22)+CH32V004DS0.PDF:en(p.26),CH32V004DS0.PDF
CH32V004,t_Iat,Injection trigger conversion delay,,,,2,1/fADC,#,reference,CH32V004DS0.PDF:en(p.32),CH32V004DS0.PDF
CH32V004,t_Iat,Injection trigger conversion delay,f = 16MHz ADC,,,0.125,us,#,confirmed,CH32V004DS0.PDF:zh(p.27)+CH32V004DS0.PDF:en(p.32),CH32V004DS0.PDF
CH32V004,t_Iat,Injection trigger conversion delay,f = 48MHz ADC,,,0.042,us,#,reference,CH32V004DS0.PDF:en(p.32),CH32V004DS0.PDF
CH32V004,t_Iatr,Conventional trigger conversion delay,,,,2,1/fADC,#,confirmed,CH32V004DS0.PDF:zh(p.28)+CH32V004DS0.PDF:en(p.32),CH32V004DS0.PDF
CH32V004,t_Iatr,Conventional trigger conversion delay,f = 16MHz ADC,,,0.125,us,#,confirmed,CH32V004DS0.PDF:zh(p.28)+CH32V004DS0.PDF:en(p.32),CH32V004DS0.PDF
CH32V004,t_Iatr,Conventional trigger conversion delay,f = 48MHz ADC,,,0.042,us,#,confirmed,CH32V004DS0.PDF:zh(p.28)+CH32V004DS0.PDF:en(p.32),CH32V004DS0.PDF
CH32V004,t_RET,Data retention period,,10,,,Year,#,reference,CH32V004DS0.PDF:en(p.25),CH32V004DS0.PDF
CH32V004,t_RSTTEMPO,Other reset,,,300,,us,#,confirmed,CH32V004DS0.PDF:zh(p.18)+CH32V004DS0.PDF:en(p.21),CH32V004DS0.PDF
CH32V004,t_RSTTEMPO,Power-on reset,RST_MODE[1:0] = 11,,2,,ms,#,confirmed,CH32V004DS0.PDF:zh(p.18)+CH32V004DS0.PDF:en(p.21),CH32V004DS0.PDF
CH32V004,t_STAB,Power-on time,,,,1,us,#,confirmed,CH32V004DS0.PDF:zh(p.28)+CH32V004DS0.PDF:en(p.32),CH32V004DS0.PDF
CH32V004,t_SU(HSE),Startup time,V is stable DD,,1.5,,ms,#,confirmed,CH32V004DS0.PDF:zh(p.20)+CH32V004DS0.PDF:en(p.24),CH32V004DS0.PDF
CH32V004,t_SU(LSI),LSI oscillator startup stabilization time,,,30,100,us,#,confirmed,CH32V004DS0.PDF:zh(p.21)+CH32V004DS0.PDF:en(p.25),CH32V004DS0.PDF
CH32V004,t_SU(MI),Data input setup time,HSRXEN = 1,15-0.5*tSCK,,,ns,#,confirmed,CH32V004DS0.PDF:zh(p.27)+CH32V004DS0.PDF:en(p.31),CH32V004DS0.PDF
CH32V004,t_SU(MI),Data input setup time,Master mode HSRXEN = 0,15,,,ns,#,confirmed,CH32V004DS0.PDF:zh(p.27)+CH32V004DS0.PDF:en(p.31),CH32V004DS0.PDF
CH32V004,t_SU(NSS),NSS setup time,Slave mode,2*tHCLK,,,ns,#,confirmed,CH32V004DS0.PDF:zh(p.27)+CH32V004DS0.PDF:en(p.31),CH32V004DS0.PDF
CH32V004,t_SU(SI),,Slave mode,4,,,ns,#,confirmed,CH32V004DS0.PDF:zh(p.27)+CH32V004DS0.PDF:en(p.31),CH32V004DS0.PDF
CH32V004,t_V(MO),,Master mode (After enable edge),,,5,ns,#,confirmed,CH32V004DS0.PDF:zh(p.27)+CH32V004DS0.PDF:en(p.31),CH32V004DS0.PDF
CH32V004,t_V(SO),Data output valid time,Slave mode (After enable edge),,,15,ns,#,confirmed,CH32V004DS0.PDF:zh(p.27)+CH32V004DS0.PDF:en(p.31),CH32V004DS0.PDF
CH32V004,t_VDD,V rising rate DD,,0,,20000,us/V,#,confirmed,CH32V004DS0.PDF:zh(p.18)+CH32V004DS0.PDF:en(p.21),CH32V004DS0.PDF
CH32V004,t_VDD,V falling rate DD,,40,,20000,us/V,#,confirmed,CH32V004DS0.PDF:zh(p.18)+CH32V004DS0.PDF:en(p.21),CH32V004DS0.PDF
CH32V004,t_a(SO),Data output access time,"Slave mode, f = 20MHz HCLK",0,,1*tHCLK,ns,#,confirmed,CH32V004DS0.PDF:zh(p.27)+CH32V004DS0.PDF:en(p.31),CH32V004DS0.PDF
CH32V004,t_dis(SO),Data output disable time,Slave mode,0,,10,ns,#,confirmed,CH32V004DS0.PDF:zh(p.27)+CH32V004DS0.PDF:en(p.31),CH32V004DS0.PDF
CH32V004,t_erase_page,Page (256 bytes) erase time,,,2.5,3.1,ms,#,confirmed,CH32V004DS0.PDF:zh(p.21)+CH32V004DS0.PDF:en(p.25),CH32V004DS0.PDF
CH32V004,t_erase_sec,Sector (1K bytes) erase time,,,2.7,3.3,ms,#,confirmed,CH32V004DS0.PDF:zh(p.21)+CH32V004DS0.PDF:en(p.25),CH32V004DS0.PDF
CH32V004,t_f(IO)out,Output high to low fall time,"CL = 50pF, V_DD = 2.7-5.5V",,,10,ns,#,confirmed,CH32V004DS0.PDF:zh(p.22)+CH32V004DS0.PDF:en(p.26),CH32V004DS0.PDF
CH32V004,t_h(MI),Data input hold time,HSRXEN = 1,0.5*tSCK-4,,,ns,#,confirmed,CH32V004DS0.PDF:zh(p.27)+CH32V004DS0.PDF:en(p.31),CH32V004DS0.PDF
CH32V004,t_h(MI),Data input hold time,Master mode HSRXEN = 0,-4,,,ns,#,confirmed,CH32V004DS0.PDF:zh(p.27)+CH32V004DS0.PDF:en(p.31),CH32V004DS0.PDF
CH32V004,t_h(MO),,Master mode (After enable edge),0,,,ns,#,confirmed,CH32V004DS0.PDF:zh(p.27)+CH32V004DS0.PDF:en(p.31),CH32V004DS0.PDF
CH32V004,t_h(NSS),NSS hold time,Slave mode,2*tHCLK,,,ns,#,confirmed,CH32V004DS0.PDF:zh(p.27)+CH32V004DS0.PDF:en(p.31),CH32V004DS0.PDF
CH32V004,t_h(SI),,Slave mode,4,,,ns,#,confirmed,CH32V004DS0.PDF:zh(p.27)+CH32V004DS0.PDF:en(p.31),CH32V004DS0.PDF
CH32V004,t_h(SO),Data output hold time,Slave mode (After enable edge),6,,,ns,#,confirmed,CH32V004DS0.PDF:zh(p.27)+CH32V004DS0.PDF:en(p.31),CH32V004DS0.PDF
CH32V004,t_prog_page,Page (256 bytes) program time,,,1.5,2.0,ms,#,confirmed,CH32V004DS0.PDF:zh(p.21)+CH32V004DS0.PDF:en(p.25),CH32V004DS0.PDF
CH32V004,t_r(IO)out,Output low to high rise time,"CL = 50pF, V_DD = 2.7-5.5V",,,10,ns,#,confirmed,CH32V004DS0.PDF:zh(p.22)+CH32V004DS0.PDF:en(p.26),CH32V004DS0.PDF
CH32V004,t_s,Sampling time,,3.5,,239.5,1/fADC,#,confirmed,CH32V004DS0.PDF:zh(p.28)+CH32V004DS0.PDF:en(p.32),CH32V004DS0.PDF
CH32V004,t_s,Sampling time,,3.5,,35.5,1/fADC,#,confirmed,CH32V004DS0.PDF:zh(p.28)+CH32V004DS0.PDF:en(p.32),CH32V004DS0.PDF
CH32V004,t_s,Sampling time,f = 16MHz ADC,0.218,,14.97,us,#,confirmed,CH32V004DS0.PDF:zh(p.28)+CH32V004DS0.PDF:en(p.32),CH32V004DS0.PDF
CH32V004,t_s,Sampling time,f = 48MHz ADC,0.073,,0.739,us,#,confirmed,CH32V004DS0.PDF:zh(p.28)+CH32V004DS0.PDF:en(p.32),CH32V004DS0.PDF
CH32V005;CH32V006,ACC_HSI,Accuracy of HSI oscillator (after,"HSI_LP = 0, TA = -10℃~70℃",-2.0,,2.0,%,#,confirmed,CH32V006DS0.PDF:zh(p.29)+CH32V006DS0.PDF:en(p.41),CH32V006DS0.PDF
CH32V005;CH32V006,C_ADC,Internal sample and hold capacitance,,,4,,pF,#,confirmed,CH32V006DS0.PDF:zh(p.35)+CH32V006DS0.PDF:en(p.50),CH32V006DS0.PDF
CH32V005;CH32V006,C_IO,I/O pin capacitance,,,5,,pF,#,confirmed,CH32V006DS0.PDF:zh(p.30)+CH32V006DS0.PDF:en(p.43),CH32V006DS0.PDF
CH32V005;CH32V006,C_LOAD,Recommended load capacitance and corresponding crystal series impedance R S,R = 60Ω(1) S,,20,,pF,#,confirmed,CH32V006DS0.PDF:zh(p.29)+CH32V006DS0.PDF:en(p.41),CH32V006DS0.PDF
CH32V005;CH32V006,C_in(HSE),XI input capacitance,,,5,,pF,#,confirmed,CH32V006DS0.PDF:zh(p.28)+CH32V006DS0.PDF:en(p.40),CH32V006DS0.PDF
CH32V005;CH32V006,DuCy_(HSE),Duty cycle,,40,50,60,%,#,confirmed,CH32V006DS0.PDF:zh(p.28)+CH32V006DS0.PDF:en(p.40),CH32V006DS0.PDF
CH32V005;CH32V006,DuCy_HSI,Duty cycle,,45,50,55,%,#,confirmed,CH32V006DS0.PDF:zh(p.29)+CH32V006DS0.PDF:en(p.41),CH32V006DS0.PDF
CH32V005;CH32V006,DuCy_LSI,Duty cycle,,45,50,55,%,#,confirmed,CH32V006DS0.PDF:zh(p.30)+CH32V006DS0.PDF:en(p.42),CH32V006DS0.PDF
CH32V005;CH32V006,F_HCLK,Internal system bus frequency Or microprocessor main frequency,,,,48,MHz,#,confirmed,CH32V006DS0.PDF:zh(p.26)+CH32V006DS0.PDF:en(p.36),CH32V006DS0.PDF
CH32V005;CH32V006,F_HSE_ext,External clock frequency,,3,24,32,MHz,#,confirmed,CH32V006DS0.PDF:zh(p.28)+CH32V006DS0.PDF:en(p.40),CH32V006DS0.PDF
CH32V005;CH32V006,F_HSI,Frequency (after calibration),HSI_LP = 0,,24,,MHz,#,confirmed,CH32V006DS0.PDF:zh(p.29)+CH32V006DS0.PDF:en(p.41),CH32V006DS0.PDF
