family,variant,dma,channel,request_id,request,request_en,note,#,confidence,basis
CH32V407,,DMA1,2,,USART3_TX,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,3,,SPI1_TX,,,#,confirmed,rm:zh(CH32V407RM.PDF p.135)+rm:en(CH32V407RM.PDF p.149)
CH32V407,,DMA1,3,,TIM1_CH2,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,3,,TIM3_CH4,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,3,,TIM3_UP,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,3,,USART3_RX,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,4,,I3C_TX,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,4,,SPI_I2S2_RX,,,#,confirmed,rm:zh(CH32V407RM.PDF p.135)+rm:en(CH32V407RM.PDF p.149)
CH32V407,,DMA1,4,,TIM1_CH4,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,4,,TIM1_COM,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,4,,TIM1_TRIG,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,4,,TIM4_CH2,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,4,,USART1_TX,,,#,confirmed,rm:zh(CH32V407RM.PDF p.135)+rm:en(CH32V407RM.PDF p.149)
CH32V407,,DMA1,5,,I3C_RX,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,5,,SPI_I2S2_TX,,,#,confirmed,rm:zh(CH32V407RM.PDF p.135)+rm:en(CH32V407RM.PDF p.149)
CH32V407,,DMA1,5,,TIM1_UP,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,5,,TIM2_CH1,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,5,,TIM4_CH3,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,5,,USART1_RX,,,#,confirmed,rm:zh(CH32V407RM.PDF p.135)+rm:en(CH32V407RM.PDF p.149)
CH32V407,,DMA1,6,,I2C_TX,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,6,,TIM1_CH3,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,6,,TIM3_CH1,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,6,,TIM3_TRIG,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,6,,USART2_RX,,,#,confirmed,rm:zh(CH32V407RM.PDF p.135)+rm:en(CH32V407RM.PDF p.149)
CH32V407,,DMA1,7,,I2C_RX,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,7,,TIM2_CH2,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,7,,TIM2_CH4,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,7,,TIM4_UP,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,7,,USART2_TX,,,#,confirmed,rm:zh(CH32V407RM.PDF p.135)+rm:en(CH32V407RM.PDF p.149)
CH32V407,,DMA2,1,,SPI_I2S3_RX,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,1,,TIM5_CH4,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,1,,TIM5_TRIG,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,1,,TIM8_CH3,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,1,,TIM8_UP,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,2,,SPI_I2S3_TX,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,2,,TIM5_CH3,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,2,,TIM5_UP,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,2,,TIM8_CH4,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,2,,TIM8_COM,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,2,,TIM8_TRIG,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,2,,USART5_RX,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,3,,DAC1,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,3,,TIM6_UP,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,3,,TIM8_CH1,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,3,,USART4_RX,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,4,,DAC2,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,4,,SDIO,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,4,,TIM5_CH2,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,4,,TIM7_UP,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,4,,USART5_TX,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,5,,TIM5_CH1,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,5,,TIM8_CH2,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,5,,USART4_TX,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,6,,USART6_TX,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,7,,USART6_RX,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,8,,I3C_TC,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,8,,USART7_TX,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,8,,USART9_TX,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,9,,USART7_RX,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,9,,USART9_RX,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,10,,ARGB,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,10,,USART10_TX,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,10,,USART8_TX,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,11,,USART10_RX,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,11,,USART8_RX,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,12,,ADC1,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,13,,ADC2,,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32X035,,DMA1,1,,ADC,,,#,confirmed,rm:zh(CH32X035RM.PDF p.77)+rm:en(CH32X035RM.PDF p.82)
CH32X035,,DMA1,1,,TIM2_CH3,,,#,confirmed,rm:zh(CH32X035RM.PDF p.78)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,1,,USART4_TX,,,#,confirmed,rm:zh(CH32X035RM.PDF p.78)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,2,,SPI_RX,,,#,confirmed,rm:zh(CH32X035RM.PDF p.77)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,2,,TIM1_CH1,,,#,confirmed,rm:zh(CH32X035RM.PDF p.78)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,2,,TIM2_UP,,,#,confirmed,rm:zh(CH32X035RM.PDF p.78)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,2,,USART3_TX,,,#,confirmed,rm:zh(CH32X035RM.PDF p.77)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,3,,SPI_TX,,,#,confirmed,rm:zh(CH32X035RM.PDF p.77)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,3,,TIM1_CH2,,,#,confirmed,rm:zh(CH32X035RM.PDF p.78)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,3,,USART3_RX,,,#,confirmed,rm:zh(CH32X035RM.PDF p.77)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,4,,TIM1_CH4,,,#,confirmed,rm:zh(CH32X035RM.PDF p.78)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,4,,TIM1_COM,,,#,confirmed,rm:zh(CH32X035RM.PDF p.78)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,4,,TIM1_TRIG,,,#,confirmed,rm:zh(CH32X035RM.PDF p.78)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,4,,USART1_TX,,,#,confirmed,rm:zh(CH32X035RM.PDF p.77)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,5,,TIM1_UP,,,#,confirmed,rm:zh(CH32X035RM.PDF p.78)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,5,,TIM2_CH1,,,#,confirmed,rm:zh(CH32X035RM.PDF p.78)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,5,,USART1_RX,,,#,confirmed,rm:zh(CH32X035RM.PDF p.77)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,6,,I2C_TX,,,#,confirmed,rm:zh(CH32X035RM.PDF p.78)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,6,,TIM1_CH3,,,#,confirmed,rm:zh(CH32X035RM.PDF p.78)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,6,,USART2_RX,,,#,confirmed,rm:zh(CH32X035RM.PDF p.77)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,7,,I2C_RX,,,#,confirmed,rm:zh(CH32X035RM.PDF p.78)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,7,,TIM2_CH2,,,#,confirmed,rm:zh(CH32X035RM.PDF p.78)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,7,,TIM2_CH4,,,#,confirmed,rm:zh(CH32X035RM.PDF p.78)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,7,,USART2_TX,,,#,confirmed,rm:zh(CH32X035RM.PDF p.77)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,8,,TIM2_COM,,,#,confirmed,rm:zh(CH32X035RM.PDF p.78)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,8,,TIM2_TRIG,,,#,confirmed,rm:zh(CH32X035RM.PDF p.78)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,8,,USART4_RX,,,#,confirmed,rm:zh(CH32X035RM.PDF p.78)+rm:en(CH32X035RM.PDF p.83)
CH32X315,,DMA1,1,,ADC1,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,1,,TIM2_CH3,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,1,,TIM4_CH1,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,2,,SPI1_RX_0,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.118)
CH32X315,,DMA1,2,,SPI2_RX_1,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.118)
CH32X315,,DMA1,2,,SPI3_RX_1,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.118)
CH32X315,,DMA1,2,,TIM1_CH1,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,2,,TIM2_UP,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,2,,TIM3_CH3,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,2,,USART3_TX_0,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,3,,SPI1_TX_0,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.118)
CH32X315,,DMA1,3,,SPI2_TX_1,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.118)
CH32X315,,DMA1,3,,SPI3_TX_1,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.118)
CH32X315,,DMA1,3,,TIM1_CH2,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,3,,TIM3_CH4,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,3,,USART3_RX_0,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,4,,I2C2_TX_0,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,4,,SPI2_RX_0,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.118)
CH32X315,,DMA1,4,,TIM1_CH4,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,4,,TIM1_COM,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,4,,TIM1_TRIG,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,4,,TIM4_CH2,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,4,,USART1_TX_0,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,4,,USART2_TX_1,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,4,,USART3_TX_1,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,4,,USART4_TX_1,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,5,,I2C2_RX_0,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,5,,SPI2_TX_0,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.118)
CH32X315,,DMA1,5,,TIM1_UP,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,5,,TIM2_CH1,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,5,,TIM4_CH3,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,5,,USART1_RX_0,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,5,,USART2_RX_1,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,5,,USART3_RX_1,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,5,,USART4_RX_1,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,6,,I2C1_TX,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,6,,I2C2_TX_1,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,6,,SPI1_RX_1,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.118)
CH32X315,,DMA1,6,,TIM1_CH3,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,6,,TIM3_CH1,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,6,,TIM3_TRIG,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,6,,USART2_RX_0,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,7,,I2C1_RX,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,7,,I2C2_RX_1,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,7,,SPI1_TX_1,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.118)
CH32X315,,DMA1,7,,TIM2_CH2,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,7,,TIM4_UP,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,7,,USART2_TX_0,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,8,,ADC4,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,8,,SPI3_RX_0,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,8,,TIM2_CH4,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,8,,USART1_TX_1,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,9,,ADC3,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,9,,SPI3_TX_0,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,9,,TIM3_CH2,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,9,,USART1_RX_1,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,10,,ADC2,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,10,,TIM4_CH4,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,10,,USART4_TX_0,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,11,,ARGB,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,11,,TIM3_UP,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,11,,USART4_RX_0,,,#,confirmed,rm:zh(CH32X315RM.PDF p.105)+rm:en(CH32X315RM.PDF p.119)
