part_number,series,family,capability,qualifier,stated,count,value,attribute,#,confidence,basis
CH32V305RBT6,CH32V305,CH32V307,timer-advanced,16bit,count,4,4,timer_advanced_control_16_bit,#,confirmed,products:zh+products:en
CH32V305RBT6,CH32V305,CH32V307,timer-basic,16bit,count,2,2,timer_basic_16_bit,#,confirmed,products:zh+products:en
CH32V305RBT6,CH32V305,CH32V307,timer-general,16bit,count,4,4,timer_general_purpose_16_bit,#,confirmed,products:zh+products:en
CH32V305RBT6,CH32V305,CH32V307,usart,,count,5,5,communication_interfaces_usart_uart,#,confirmed,products:zh+products:en
CH32V305RBT6,CH32V305,CH32V307,usb-fs,usbhd,count,1,1,communication_interfaces_usb_fs_usbhd,#,confirmed,products:zh+products:en
CH32V305RBT6,CH32V305,CH32V307,usb-hs,include-phy,count,1,1,communication_interfaces_usbhs_include_phy,#,confirmed,products:zh+products:en
CH32V305RBT6,CH32V305,CH32V307,watchdog,,text,,2 (WWDG + IWDG),timer_watchdog,#,confirmed,products:zh+products:en
CH32V307RCT6,CH32V307,CH32V307,adc,with-tkey,count,2,2,adc_tkey_unit,#,confirmed,products:zh+products:en
CH32V307RCT6,CH32V307,CH32V307,adc-channel,with-tkey,count,16,16,adc_tkey_channel,#,confirmed,products:zh+products:en
CH32V307RCT6,CH32V307,CH32V307,can,,count,2,2,communication_interfaces_can,#,confirmed,products:zh+products:en
CH32V307RCT6,CH32V307,CH32V307,clock,,text,,Max: 144MHz,cpu_main_frequency,#,confirmed,products:zh+products:en
CH32V307RCT6,CH32V307,CH32V307,dac,,count,2,2,dac_unit,#,confirmed,products:zh+products:en
CH32V307RCT6,CH32V307,CH32V307,ethernet,,text,,1G MAC+10M PHY,communication_interfaces_ethernet,#,confirmed,products:zh+products:en
CH32V307RCT6,CH32V307,CH32V307,flash,,text,,480K,code_flash_bytes,#,confirmed,products:zh+products:en
CH32V307RCT6,CH32V307,CH32V307,i2c,,count,2,2,communication_interfaces_i2c,#,confirmed,products:zh+products:en
CH32V307RCT6,CH32V307,CH32V307,i2s,,count,2,2,communication_interfaces_i2s,#,confirmed,products:zh+products:en
CH32V307RCT6,CH32V307,CH32V307,opa-cmp,,count,4,4,opa_cmp,#,confirmed,products:zh+products:en
CH32V307RCT6,CH32V307,CH32V307,rng,,count,1,1,rng,#,confirmed,products:zh+products:en
CH32V307RCT6,CH32V307,CH32V307,rtc,,marker,,Supported,rtc,#,confirmed,products:zh+products:en
CH32V307RCT6,CH32V307,CH32V307,sdio,,count,1,1,communication_interfaces_sdio,#,confirmed,products:zh+products:en
CH32V307RCT6,CH32V307,CH32V307,spi,,count,3,3,communication_interfaces_spi,#,confirmed,products:zh+products:en
CH32V307RCT6,CH32V307,CH32V307,systick,64bit,marker,,Supported,timer_systick_64_bit,#,confirmed,products:zh+products:en
CH32V307RCT6,CH32V307,CH32V307,timer-advanced,16bit,count,4,4,timer_advanced_control_16_bit,#,confirmed,products:zh+products:en
CH32V307RCT6,CH32V307,CH32V307,timer-basic,16bit,count,2,2,timer_basic_16_bit,#,confirmed,products:zh+products:en
CH32V307RCT6,CH32V307,CH32V307,timer-general,16bit,count,4,4,timer_general_purpose_16_bit,#,confirmed,products:zh+products:en
CH32V307RCT6,CH32V307,CH32V307,usart,,count,8,8,communication_interfaces_usart_uart,#,confirmed,products:zh+products:en
CH32V307RCT6,CH32V307,CH32V307,usb-fs,usbhd,count,1,1,communication_interfaces_usb_fs_usbhd,#,confirmed,products:zh+products:en
CH32V307RCT6,CH32V307,CH32V307,usb-hs,include-phy,count,1,1,communication_interfaces_usbhs_include_phy,#,confirmed,products:zh+products:en
CH32V307RCT6,CH32V307,CH32V307,watchdog,,text,,2 (WWDG + IWDG),timer_watchdog,#,confirmed,products:zh+products:en
CH32V307VCT6,CH32V307,CH32V307,adc,with-tkey,count,2,2,adc_tkey_unit,#,confirmed,products:zh+products:en
CH32V307VCT6,CH32V307,CH32V307,adc-channel,with-tkey,count,16,16,adc_tkey_channel,#,confirmed,products:zh+products:en
CH32V307VCT6,CH32V307,CH32V307,can,,count,2,2,communication_interfaces_can,#,confirmed,products:zh+products:en
CH32V307VCT6,CH32V307,CH32V307,clock,,text,,Max: 144MHz,cpu_main_frequency,#,confirmed,products:zh+products:en
CH32V307VCT6,CH32V307,CH32V307,dac,,count,2,2,dac_unit,#,confirmed,products:zh+products:en
CH32V307VCT6,CH32V307,CH32V307,dvp,,count,1,1,communication_interfaces_dvp,#,confirmed,products:zh+products:en
CH32V307VCT6,CH32V307,CH32V307,ethernet,,text,,1G MAC+10M PHY,communication_interfaces_ethernet,#,confirmed,products:zh+products:en
CH32V307VCT6,CH32V307,CH32V307,flash,,text,,480K,code_flash_bytes,#,confirmed,products:zh+products:en
CH32V307VCT6,CH32V307,CH32V307,fsmc,,count,1,1,communication_interfaces_fsmc,#,confirmed,products:zh+products:en
CH32V307VCT6,CH32V307,CH32V307,i2c,,count,2,2,communication_interfaces_i2c,#,confirmed,products:zh+products:en
CH32V307VCT6,CH32V307,CH32V307,i2s,,count,2,2,communication_interfaces_i2s,#,confirmed,products:zh+products:en
CH32V307VCT6,CH32V307,CH32V307,opa-cmp,,count,4,4,opa_cmp,#,confirmed,products:zh+products:en
CH32V307VCT6,CH32V307,CH32V307,rng,,count,1,1,rng,#,confirmed,products:zh+products:en
CH32V307VCT6,CH32V307,CH32V307,rtc,,marker,,Supported,rtc,#,confirmed,products:zh+products:en
CH32V307VCT6,CH32V307,CH32V307,sdio,,count,1,1,communication_interfaces_sdio,#,confirmed,products:zh+products:en
CH32V307VCT6,CH32V307,CH32V307,spi,,count,3,3,communication_interfaces_spi,#,confirmed,products:zh+products:en
CH32V307VCT6,CH32V307,CH32V307,systick,64bit,marker,,Supported,timer_systick_64_bit,#,confirmed,products:zh+products:en
CH32V307VCT6,CH32V307,CH32V307,timer-advanced,16bit,count,4,4,timer_advanced_control_16_bit,#,confirmed,products:zh+products:en
CH32V307VCT6,CH32V307,CH32V307,timer-basic,16bit,count,2,2,timer_basic_16_bit,#,confirmed,products:zh+products:en
CH32V307VCT6,CH32V307,CH32V307,timer-general,16bit,count,4,4,timer_general_purpose_16_bit,#,confirmed,products:zh+products:en
CH32V307VCT6,CH32V307,CH32V307,usart,,count,8,8,communication_interfaces_usart_uart,#,confirmed,products:zh+products:en
CH32V307VCT6,CH32V307,CH32V307,usb-fs,usbhd,count,1,1,communication_interfaces_usb_fs_usbhd,#,confirmed,products:zh+products:en
CH32V307VCT6,CH32V307,CH32V307,usb-hs,include-phy,count,1,1,communication_interfaces_usbhs_include_phy,#,confirmed,products:zh+products:en
CH32V307VCT6,CH32V307,CH32V307,watchdog,,text,,2 (WWDG + IWDG),timer_watchdog,#,confirmed,products:zh+products:en
CH32V307WCU6,CH32V307,CH32V307,adc,with-tkey,count,2,2,adc_tkey_unit,#,confirmed,products:zh+products:en
CH32V307WCU6,CH32V307,CH32V307,adc-channel,with-tkey,count,16,16,adc_tkey_channel,#,confirmed,products:zh+products:en
CH32V307WCU6,CH32V307,CH32V307,can,,count,2,2,communication_interfaces_can,#,confirmed,products:zh+products:en
CH32V307WCU6,CH32V307,CH32V307,clock,,text,,Max: 144MHz,cpu_main_frequency,#,confirmed,products:zh+products:en
CH32V307WCU6,CH32V307,CH32V307,dac,,count,2,2,dac_unit,#,confirmed,products:zh+products:en
CH32V307WCU6,CH32V307,CH32V307,ethernet,,text,,1G MAC+10M PHY,communication_interfaces_ethernet,#,confirmed,products:zh+products:en
CH32V307WCU6,CH32V307,CH32V307,flash,,text,,480K,code_flash_bytes,#,confirmed,products:zh+products:en
CH32V307WCU6,CH32V307,CH32V307,i2c,,count,2,2,communication_interfaces_i2c,#,confirmed,products:zh+products:en
CH32V307WCU6,CH32V307,CH32V307,i2s,,count,2,2,communication_interfaces_i2s,#,confirmed,products:zh+products:en
CH32V307WCU6,CH32V307,CH32V307,opa-cmp,,count,4,4,opa_cmp,#,confirmed,products:zh+products:en
CH32V307WCU6,CH32V307,CH32V307,rng,,count,1,1,rng,#,confirmed,products:zh+products:en
CH32V307WCU6,CH32V307,CH32V307,rtc,,marker,,Supported,rtc,#,confirmed,products:zh+products:en
CH32V307WCU6,CH32V307,CH32V307,sdio,,count,1,1,communication_interfaces_sdio,#,confirmed,products:zh+products:en
CH32V307WCU6,CH32V307,CH32V307,spi,,count,3,3,communication_interfaces_spi,#,confirmed,products:zh+products:en
CH32V307WCU6,CH32V307,CH32V307,systick,64bit,marker,,Supported,timer_systick_64_bit,#,confirmed,products:zh+products:en
CH32V307WCU6,CH32V307,CH32V307,timer-advanced,16bit,count,4,4,timer_advanced_control_16_bit,#,confirmed,products:zh+products:en
CH32V307WCU6,CH32V307,CH32V307,timer-basic,16bit,count,2,2,timer_basic_16_bit,#,confirmed,products:zh+products:en
CH32V307WCU6,CH32V307,CH32V307,timer-general,16bit,count,4,4,timer_general_purpose_16_bit,#,confirmed,products:zh+products:en
CH32V307WCU6,CH32V307,CH32V307,usart,,count,8,8,communication_interfaces_usart_uart,#,confirmed,products:zh+products:en
CH32V307WCU6,CH32V307,CH32V307,usb-fs,usbhd,count,1,1,communication_interfaces_usb_fs_usbhd,#,confirmed,products:zh+products:en
CH32V307WCU6,CH32V307,CH32V307,usb-hs,include-phy,count,1,1,communication_interfaces_usbhs_include_phy,#,confirmed,products:zh+products:en
CH32V307WCU6,CH32V307,CH32V307,watchdog,,text,,2 (WWDG + IWDG),timer_watchdog,#,confirmed,products:zh+products:en
CH32V317VCT6,CH32V317,CH32V307,adc,with-tkey,count,2,2,adc_tkey_unit,#,confirmed,products:zh+products:en
CH32V317VCT6,CH32V317,CH32V307,adc-channel,with-tkey,count,16,16,adc_tkey_channel,#,confirmed,products:zh+products:en
CH32V317VCT6,CH32V317,CH32V307,can,,count,2,2,communication_interfaces_can,#,confirmed,products:zh+products:en
CH32V317VCT6,CH32V317,CH32V307,clock,,text,,Max: 144MHz,cpu_main_frequency,#,confirmed,products:zh+products:en
CH32V317VCT6,CH32V317,CH32V307,dac,,count,2,2,dac_unit,#,confirmed,products:zh+products:en
CH32V317VCT6,CH32V317,CH32V307,dvp,,count,1,1,communication_interfaces_dvp,#,confirmed,products:zh+products:en
CH32V317VCT6,CH32V317,CH32V307,ethernet,,text,,MAC+10M/100M PHY,communication_interfaces_ethernet,#,confirmed,products:zh+products:en
CH32V317VCT6,CH32V317,CH32V307,flash,,text,,480K,code_flash_bytes,#,reference,products:zh
CH32V317VCT6,CH32V317,CH32V307,i2c,,count,2,2,communication_interfaces_i2c,#,confirmed,products:zh+products:en
CH32V317VCT6,CH32V317,CH32V307,i2s,,count,2,2,communication_interfaces_i2s,#,confirmed,products:zh+products:en
CH32V317VCT6,CH32V317,CH32V307,opa,,count,4,4,opa,#,confirmed,products:zh+products:en
CH32V317VCT6,CH32V317,CH32V307,rng,,count,1,1,rng,#,confirmed,products:zh+products:en
CH32V317VCT6,CH32V317,CH32V307,rtc,,marker,,Supported,rtc,#,confirmed,products:zh+products:en
CH32V317VCT6,CH32V317,CH32V307,sdio,,count,1,1,communication_interfaces_sdio,#,confirmed,products:zh+products:en
CH32V317VCT6,CH32V317,CH32V307,spi,,count,3,3,communication_interfaces_spi,#,confirmed,products:zh+products:en
CH32V317VCT6,CH32V317,CH32V307,systick,64bit,marker,,Supported,timer_systick_64_bit,#,confirmed,products:zh+products:en
CH32V317VCT6,CH32V317,CH32V307,timer-advanced,16bit,count,4,4,timer_advanced_control_16_bit,#,confirmed,products:zh+products:en
CH32V317VCT6,CH32V317,CH32V307,timer-basic,16bit,count,2,2,timer_basic_16_bit,#,confirmed,products:zh+products:en
CH32V317VCT6,CH32V317,CH32V307,timer-general,16bit,count,4,4,timer_general_purpose_16_bit,#,confirmed,products:zh+products:en
CH32V317VCT6,CH32V317,CH32V307,usart,,count,8,8,communication_interfaces_usart_uart,#,confirmed,products:zh+products:en
CH32V317VCT6,CH32V317,CH32V307,usb-fs,usbhd,count,1,1,communication_interfaces_usb_fs_usbhd,#,confirmed,products:zh+products:en
CH32V317VCT6,CH32V317,CH32V307,usb-hs,include-phy,count,1,1,communication_interfaces_usbhs_include_phy,#,confirmed,products:zh+products:en
CH32V317VCT6,CH32V317,CH32V307,watchdog,,text,,2 (WWDG + IWDG),timer_watchdog,#,confirmed,products:zh+products:en
CH32V317WCU6,CH32V317,CH32V307,adc,with-tkey,count,2,2,adc_tkey_unit,#,confirmed,products:zh+products:en
CH32V317WCU6,CH32V317,CH32V307,adc-channel,with-tkey,count,16,16,adc_tkey_channel,#,confirmed,products:zh+products:en
CH32V317WCU6,CH32V317,CH32V307,can,,count,2,2,communication_interfaces_can,#,confirmed,products:zh+products:en
CH32V317WCU6,CH32V317,CH32V307,clock,,text,,Max: 144MHz,cpu_main_frequency,#,confirmed,products:zh+products:en
CH32V317WCU6,CH32V317,CH32V307,dac,,count,2,2,dac_unit,#,confirmed,products:zh+products:en
CH32V317WCU6,CH32V317,CH32V307,ethernet,,text,,MAC+10M/100M PHY,communication_interfaces_ethernet,#,confirmed,products:zh+products:en
CH32V317WCU6,CH32V317,CH32V307,flash,,text,,480K,code_flash_bytes,#,reference,products:zh
CH32V317WCU6,CH32V317,CH32V307,i2c,,count,2,2,communication_interfaces_i2c,#,confirmed,products:zh+products:en
CH32V317WCU6,CH32V317,CH32V307,i2s,,count,2,2,communication_interfaces_i2s,#,confirmed,products:zh+products:en
CH32V317WCU6,CH32V317,CH32V307,opa,,count,4,4,opa,#,confirmed,products:zh+products:en
CH32V317WCU6,CH32V317,CH32V307,rng,,count,1,1,rng,#,confirmed,products:zh+products:en
CH32V317WCU6,CH32V317,CH32V307,rtc,,marker,,Supported,rtc,#,confirmed,products:zh+products:en
CH32V317WCU6,CH32V317,CH32V307,sdio,,count,1,1,communication_interfaces_sdio,#,confirmed,products:zh+products:en
CH32V317WCU6,CH32V317,CH32V307,spi,,count,3,3,communication_interfaces_spi,#,confirmed,products:zh+products:en
CH32V317WCU6,CH32V317,CH32V307,systick,64bit,marker,,Supported,timer_systick_64_bit,#,confirmed,products:zh+products:en
CH32V317WCU6,CH32V317,CH32V307,timer-advanced,16bit,count,4,4,timer_advanced_control_16_bit,#,confirmed,products:zh+products:en
CH32V317WCU6,CH32V317,CH32V307,timer-basic,16bit,count,2,2,timer_basic_16_bit,#,confirmed,products:zh+products:en
CH32V317WCU6,CH32V317,CH32V307,timer-general,16bit,count,4,4,timer_general_purpose_16_bit,#,confirmed,products:zh+products:en
CH32V317WCU6,CH32V317,CH32V307,usart,,count,8,8,communication_interfaces_usart_uart,#,confirmed,products:zh+products:en
CH32V317WCU6,CH32V317,CH32V307,usb-fs,usbhd,count,1,1,communication_interfaces_usb_fs_usbhd,#,confirmed,products:zh+products:en
CH32V317WCU6,CH32V317,CH32V307,usb-hs,include-phy,count,1,1,communication_interfaces_usbhs_include_phy,#,confirmed,products:zh+products:en
CH32V317WCU6,CH32V317,CH32V307,watchdog,,text,,2 (WWDG + IWDG),timer_watchdog,#,confirmed,products:zh+products:en
CH32V407RET6,CH32V407,CH32V407,adc,,count,2,2,adc_unit,#,confirmed,products:zh+products:en
CH32V407RET6,CH32V407,CH32V407,adc-channel,,text,,16+2,adc_channel,#,confirmed,products:zh+products:en
CH32V407RET6,CH32V407,CH32V407,argb,,count,1,1,argb,#,confirmed,products:zh+products:en
CH32V407RET6,CH32V407,CH32V407,can,,count,1,1,can,#,confirmed,products:zh+products:en
CH32V407RET6,CH32V407,CH32V407,clock,,text,,Max: 200MHz,cpu_main_frequency,#,confirmed,products:zh+products:en
CH32V407RET6,CH32V407,CH32V407,dac,,count,2,2,dac_unit,#,confirmed,products:zh+products:en
CH32V407RET6,CH32V407,CH32V407,dvp,,count,1,1,dvp,#,confirmed,products:zh+products:en
CH32V407RET6,CH32V407,CH32V407,ethernet,,text,,MAC+10M/100M PHY,ethernet,#,confirmed,products:zh+products:en
CH32V407RET6,CH32V407,CH32V407,i2c,,count,1,1,i2c,#,confirmed,products:zh+products:en
CH32V407RET6,CH32V407,CH32V407,i3c,,count,1,1,i3c,#,confirmed,products:zh+products:en
CH32V407RET6,CH32V407,CH32V407,ltdc,,count,1,1,ltdc,#,confirmed,products:zh+products:en
CH32V407RET6,CH32V407,CH32V407,opa,,count,1,1,opa,#,confirmed,products:zh+products:en
CH32V407RET6,CH32V407,CH32V407,rng,,count,1,1,rng,#,confirmed,products:zh+products:en
CH32V407RET6,CH32V407,CH32V407,rtc,,marker,,Support,rtc,#,confirmed,products:zh+products:en
CH32V407RET6,CH32V407,CH32V407,sdio,,count,1,1,sdio,#,confirmed,products:zh+products:en
CH32V407RET6,CH32V407,CH32V407,spi-i2s,,text,,3/2,spi_i2s,#,confirmed,products:zh+products:en
CH32V407RET6,CH32V407,CH32V407,systick,32bit,marker,,Support,timer_systick_32_bit,#,confirmed,products:zh+products:en
CH32V407RET6,CH32V407,CH32V407,timer-advanced,16bit,count,2,2,timer_advanced_control_16_bit,#,confirmed,products:zh+products:en
CH32V407RET6,CH32V407,CH32V407,timer-basic,16bit,count,2,2,timer_basic_16_bit,#,confirmed,products:zh+products:en
CH32V407RET6,CH32V407,CH32V407,timer-general,16bit,count,4,4,timer_general_purpose_16_bit,#,confirmed,products:zh+products:en
CH32V407RET6,CH32V407,CH32V407,usart,,count,10,10,usart,#,confirmed,products:zh+products:en
CH32V407RET6,CH32V407,CH32V407,usb-hs,include-phy,text,,1 (USBHS1),usbhs_include_phy,#,confirmed,products:zh+products:en
CH32V407RET6,CH32V407,CH32V407,watchdog,,text,,2 (WWDG + IWDG),timer_watchdog,#,confirmed,products:zh+products:en
CH32V407VET6,CH32V407,CH32V407,adc,,count,2,2,adc_unit,#,confirmed,products:zh+products:en
CH32V407VET6,CH32V407,CH32V407,adc-channel,,text,,16+2,adc_channel,#,confirmed,products:zh+products:en
CH32V407VET6,CH32V407,CH32V407,argb,,count,1,1,argb,#,confirmed,products:zh+products:en
CH32V407VET6,CH32V407,CH32V407,can,,count,1,1,can,#,confirmed,products:zh+products:en
CH32V407VET6,CH32V407,CH32V407,clock,,text,,Max: 200MHz,cpu_main_frequency,#,confirmed,products:zh+products:en
CH32V407VET6,CH32V407,CH32V407,dac,,count,2,2,dac_unit,#,confirmed,products:zh+products:en
CH32V407VET6,CH32V407,CH32V407,dvp,,count,1,1,dvp,#,confirmed,products:zh+products:en
CH32V407VET6,CH32V407,CH32V407,ethernet,,text,,MAC+10M/100M PHY,ethernet,#,confirmed,products:zh+products:en
CH32V407VET6,CH32V407,CH32V407,fsmc,,count,1,1,fsmc,#,confirmed,products:zh+products:en
CH32V407VET6,CH32V407,CH32V407,i2c,,count,1,1,i2c,#,confirmed,products:zh+products:en
CH32V407VET6,CH32V407,CH32V407,i3c,,count,1,1,i3c,#,confirmed,products:zh+products:en
CH32V407VET6,CH32V407,CH32V407,ltdc,,count,1,1,ltdc,#,confirmed,products:zh+products:en
CH32V407VET6,CH32V407,CH32V407,opa,,count,1,1,opa,#,confirmed,products:zh+products:en
CH32V407VET6,CH32V407,CH32V407,rng,,count,1,1,rng,#,confirmed,products:zh+products:en
CH32V407VET6,CH32V407,CH32V407,rtc,,marker,,Support,rtc,#,confirmed,products:zh+products:en
CH32V407VET6,CH32V407,CH32V407,sdio,,count,1,1,sdio,#,confirmed,products:zh+products:en
CH32V407VET6,CH32V407,CH32V407,spi-i2s,,text,,3/2,spi_i2s,#,confirmed,products:zh+products:en
CH32V407VET6,CH32V407,CH32V407,systick,32bit,marker,,Support,timer_systick_32_bit,#,confirmed,products:zh+products:en
CH32V407VET6,CH32V407,CH32V407,timer-advanced,16bit,count,2,2,timer_advanced_control_16_bit,#,confirmed,products:zh+products:en
CH32V407VET6,CH32V407,CH32V407,timer-basic,16bit,count,2,2,timer_basic_16_bit,#,confirmed,products:zh+products:en
CH32V407VET6,CH32V407,CH32V407,timer-general,16bit,count,4,4,timer_general_purpose_16_bit,#,confirmed,products:zh+products:en
CH32V407VET6,CH32V407,CH32V407,usart,,count,10,10,usart,#,confirmed,products:zh+products:en
CH32V407VET6,CH32V407,CH32V407,usb-hs,include-phy,count,2,2,usbhs_include_phy,#,confirmed,products:zh+products:en
CH32V407VET6,CH32V407,CH32V407,watchdog,,text,,2 (WWDG + IWDG),timer_watchdog,#,confirmed,products:zh+products:en
CH32V407WEU6,CH32V407,CH32V407,adc,,count,2,2,adc_unit,#,confirmed,products:zh+products:en
CH32V407WEU6,CH32V407,CH32V407,adc-channel,,text,,16+2,adc_channel,#,confirmed,products:zh+products:en
CH32V407WEU6,CH32V407,CH32V407,argb,,count,1,1,argb,#,confirmed,products:zh+products:en
CH32V407WEU6,CH32V407,CH32V407,can,,count,1,1,can,#,confirmed,products:zh+products:en
CH32V407WEU6,CH32V407,CH32V407,clock,,text,,Max: 200MHz,cpu_main_frequency,#,confirmed,products:zh+products:en
CH32V407WEU6,CH32V407,CH32V407,dac,,count,2,2,dac_unit,#,confirmed,products:zh+products:en
CH32V407WEU6,CH32V407,CH32V407,dvp,,count,1,1,dvp,#,confirmed,products:zh+products:en
CH32V407WEU6,CH32V407,CH32V407,ethernet,,text,,MAC+10M/100M PHY,ethernet,#,confirmed,products:zh+products:en
CH32V407WEU6,CH32V407,CH32V407,i2c,,count,1,1,i2c,#,confirmed,products:zh+products:en
CH32V407WEU6,CH32V407,CH32V407,i3c,,count,1,1,i3c,#,confirmed,products:zh+products:en
CH32V407WEU6,CH32V407,CH32V407,ltdc,,count,1,1,ltdc,#,confirmed,products:zh+products:en
CH32V407WEU6,CH32V407,CH32V407,opa,,count,1,1,opa,#,confirmed,products:zh+products:en
CH32V407WEU6,CH32V407,CH32V407,rng,,count,1,1,rng,#,confirmed,products:zh+products:en
CH32V407WEU6,CH32V407,CH32V407,rtc,,marker,,Support,rtc,#,confirmed,products:zh+products:en
CH32V407WEU6,CH32V407,CH32V407,sdio,,count,1,1,sdio,#,confirmed,products:zh+products:en
CH32V407WEU6,CH32V407,CH32V407,spi-i2s,,text,,3/2,spi_i2s,#,confirmed,products:zh+products:en
CH32V407WEU6,CH32V407,CH32V407,systick,32bit,marker,,Support,timer_systick_32_bit,#,confirmed,products:zh+products:en
CH32V407WEU6,CH32V407,CH32V407,timer-advanced,16bit,count,2,2,timer_advanced_control_16_bit,#,confirmed,products:zh+products:en
CH32V407WEU6,CH32V407,CH32V407,timer-basic,16bit,count,2,2,timer_basic_16_bit,#,confirmed,products:zh+products:en
CH32V407WEU6,CH32V407,CH32V407,timer-general,16bit,count,4,4,timer_general_purpose_16_bit,#,confirmed,products:zh+products:en
CH32V407WEU6,CH32V407,CH32V407,usart,,count,10,10,usart,#,confirmed,products:zh+products:en
CH32V407WEU6,CH32V407,CH32V407,usb-hs,include-phy,count,2,2,usbhs_include_phy,#,confirmed,products:zh+products:en
CH32V407WEU6,CH32V407,CH32V407,watchdog,,text,,2 (WWDG + IWDG),timer_watchdog,#,confirmed,products:zh+products:en
CH32V467RET6,CH32V467,CH32V407,adc,,count,2,2,adc_unit,#,confirmed,products:zh+products:en
CH32V467RET6,CH32V467,CH32V407,adc-channel,,text,,16+2,adc_channel,#,confirmed,products:zh+products:en
CH32V467RET6,CH32V467,CH32V407,argb,,count,1,1,argb,#,confirmed,products:zh+products:en
CH32V467RET6,CH32V467,CH32V407,can,,count,1,1,can,#,confirmed,products:zh+products:en
CH32V467RET6,CH32V467,CH32V407,clock,,text,,Max: 200MHz,cpu_main_frequency,#,confirmed,products:zh+products:en
CH32V467RET6,CH32V467,CH32V407,dac,,count,2,2,dac_unit,#,confirmed,products:zh+products:en
CH32V467RET6,CH32V467,CH32V407,dvp,,count,1,1,dvp,#,confirmed,products:zh+products:en
CH32V467RET6,CH32V467,CH32V407,ethernet,,text,,MAC+10M/100M PHY,ethernet,#,confirmed,products:zh+products:en
CH32V467RET6,CH32V467,CH32V407,i2c,,count,1,1,i2c,#,confirmed,products:zh+products:en
CH32V467RET6,CH32V467,CH32V407,i3c,,count,1,1,i3c,#,confirmed,products:zh+products:en
CH32V467RET6,CH32V467,CH32V407,ltdc,,count,1,1,ltdc,#,confirmed,products:zh+products:en
CH32V467RET6,CH32V467,CH32V407,opa,,count,1,1,opa,#,confirmed,products:zh+products:en
CH32V467RET6,CH32V467,CH32V407,psram,,text,,4M,extended_psram_bytes,#,confirmed,products:zh+products:en
CH32V467RET6,CH32V467,CH32V407,rng,,count,1,1,rng,#,confirmed,products:zh+products:en
CH32V467RET6,CH32V467,CH32V407,rtc,,marker,,Support,rtc,#,confirmed,products:zh+products:en
CH32V467RET6,CH32V467,CH32V407,sdio,,count,1,1,sdio,#,confirmed,products:zh+products:en
CH32V467RET6,CH32V467,CH32V407,spi-i2s,,text,,3/2,spi_i2s,#,confirmed,products:zh+products:en
CH32V467RET6,CH32V467,CH32V407,systick,32bit,marker,,Support,timer_systick_32_bit,#,confirmed,products:zh+products:en
CH32V467RET6,CH32V467,CH32V407,timer-advanced,16bit,count,2,2,timer_advanced_control_16_bit,#,confirmed,products:zh+products:en
CH32V467RET6,CH32V467,CH32V407,timer-basic,16bit,count,2,2,timer_basic_16_bit,#,confirmed,products:zh+products:en
CH32V467RET6,CH32V467,CH32V407,timer-general,16bit,count,4,4,timer_general_purpose_16_bit,#,confirmed,products:zh+products:en
CH32V467RET6,CH32V467,CH32V407,usart,,count,10,10,usart,#,confirmed,products:zh+products:en
CH32V467RET6,CH32V467,CH32V407,usb-hs,include-phy,text,,1 (USBHS1),usbhs_include_phy,#,confirmed,products:zh+products:en
CH32V467RET6,CH32V467,CH32V407,watchdog,,text,,2 (WWDG + IWDG),timer_watchdog,#,confirmed,products:zh+products:en
CH32V467VET6,CH32V467,CH32V407,adc,,count,2,2,adc_unit,#,confirmed,products:zh+products:en
CH32V467VET6,CH32V467,CH32V407,adc-channel,,text,,16+2,adc_channel,#,confirmed,products:zh+products:en
CH32V467VET6,CH32V467,CH32V407,argb,,count,1,1,argb,#,confirmed,products:zh+products:en
CH32V467VET6,CH32V467,CH32V407,can,,count,1,1,can,#,confirmed,products:zh+products:en
CH32V467VET6,CH32V467,CH32V407,clock,,text,,Max: 200MHz,cpu_main_frequency,#,confirmed,products:zh+products:en
CH32V467VET6,CH32V467,CH32V407,dac,,count,2,2,dac_unit,#,confirmed,products:zh+products:en
CH32V467VET6,CH32V467,CH32V407,dvp,,count,1,1,dvp,#,confirmed,products:zh+products:en
CH32V467VET6,CH32V467,CH32V407,ethernet,,text,,MAC+10M/100M PHY,ethernet,#,confirmed,products:zh+products:en
CH32V467VET6,CH32V467,CH32V407,fsmc,,count,1,1,fsmc,#,confirmed,products:zh+products:en
CH32V467VET6,CH32V467,CH32V407,i2c,,count,1,1,i2c,#,confirmed,products:zh+products:en
CH32V467VET6,CH32V467,CH32V407,i3c,,count,1,1,i3c,#,confirmed,products:zh+products:en
CH32V467VET6,CH32V467,CH32V407,ltdc,,count,1,1,ltdc,#,confirmed,products:zh+products:en
CH32V467VET6,CH32V467,CH32V407,opa,,count,1,1,opa,#,confirmed,products:zh+products:en
CH32V467VET6,CH32V467,CH32V407,psram,,text,,8M,extended_psram_bytes,#,confirmed,products:zh+products:en
CH32V467VET6,CH32V467,CH32V407,rng,,count,1,1,rng,#,confirmed,products:zh+products:en
CH32V467VET6,CH32V467,CH32V407,rtc,,marker,,Support,rtc,#,confirmed,products:zh+products:en
CH32V467VET6,CH32V467,CH32V407,sdio,,count,1,1,sdio,#,confirmed,products:zh+products:en
CH32V467VET6,CH32V467,CH32V407,spi-i2s,,text,,3/2,spi_i2s,#,confirmed,products:zh+products:en
CH32V467VET6,CH32V467,CH32V407,systick,32bit,marker,,Support,timer_systick_32_bit,#,confirmed,products:zh+products:en
